"NOMBRE","CODIGO","STOCK","PRECIO","MIN","PROVEEDOR","MARCA"
"Manzanita rayada Manduvi x30u","7380324606504","0","1939.85","0","",""
"Marengo masticable Dulce de Leche x75u","1545879895716","0","3650.00","0","",""
"Marengo No Hay Plata x400g","5512469280982","22","2900.00","0","",""
"Marengo tira ácida x454g Hallo","6546733061394","0","513.12","0","",""
"Marengo tiras acidas x454g","5827740126933","0","2970.00","0","",""
"Marengo Transp Menta x454g","8451517735132","0","2000.00","0","",""
"Margarita Paysandu","9696560784719","0","541.06","0","",""
"Marineras Tostex jamon x220g","2976893560714","0","1090.00","0","",""
"Marineras Tostex manteca x220g","6897325081739","0","1090.00","0","",""
"Marley Tribajon x10u","2448626968588","0","13000.00","0","",""
"Marroc x20u.","6612161267952","0","12790.00","0","",""
"Marroc x60u.","3638866939668","0","46900.00","0","",""
"Mast acido Pico Dulce x500g","7039608938190","0","4400.00","0","",""
"Mast Lenguetazo manzana x32u","1506792105067","0","5360.00","0","",""
"Mast Lenguetazo Tutti x32u","3715975939952","0","5360.00","0","",""
"Mast Pico Dulce plegado x500g","7918077668689","0","3260.00","0","",""
"Masticable Billiken x600g","5025791361236","0","3420.00","0","",""
"Masticable Bulldog/dropsy","6376462783382","3","3930.00","0","",""
"Masticable Frutomilla x100u","4141422617972","30","4800.00","0","",""
"Masticable Lheritier plegado x100u","7127999651817","33","1550.00","0","",""
"Masticable Misky x242u","9311155174550","95","5200.00","0","",""
"Masticable misky ZOO","9923112376382","0","577.26","0","",""
"Masticable Open x100 u","9343954060177","0","2442.00","0","",""
"Masticable Tubicolor x140u","7143520416562","0","4240.00","0","",""
"Mayonesa Hellmans x250cc","5929092630809","0","174.12","0","",""
"Mayonesa Natura x125g","4577445313604","0","2565.59","0","",""
"Mayonesa Natura x250","4332318762535","0","750.00","0","",""
"Md Karamella Mast leche menta chocolate x600g","5808336023042","2","4600.00","0","",""
"Md Karamella Masticable Leche condensada x600g","3739431096200","12","4600.00","0","",""
"Md Mimosa Caramelo Surtido espacial x600g","5796377227980","11","3700.00","0","",""
"Md Molly Masticable surtido frutal x600g","7012476236252","25","3500.00","0","",""
"Md Molly Masticable surtido x250g","6775186585827","62","1500.00","0","",""
"Mecano dulce d leche 24x19g","2556217061763","0","13670.00","0","",""
"Mechas Magicas Mario Bros x30u","4750409282732","0","13000.00","0","",""
"Medallitas ConfiSnack x1kg","4242989981968","0","7200.00","0","",""
"Medallon Dulce de Leche Felfort 20x21g","9863592370074","4","22000.00","0","",""
"Media tarde sandwich x3","5882805485723","0","1100.00","0","",""
"Media Tarde Sandwich x5x107g","1108478373204","0","860.00","0","",""
"Media Tarde x3","9689559191240","233","1110.00","0","",""
"Mejoral niños tableta x10u","4060349391530","17","2280.00","0","",""
"Mellizas bagley","4603417608823","0","109.96","0","",""
"Melon rayado","4182545887368","0","256.56","0","",""
"Meloncito Paysandu x30u","2468833790040","10","2990.00","0","",""
"Membrillo 7 dias sin TACC x5kg","7003922207642","10","8000.00","0","",""
"Menta Marengo x810g","2342797673666","0","842.99","0","",""
"Menta Misky transparente x810g","3952070381080","2","7100.00","0","",""
"Mentho Plus Cherry x12u","5402259457775","0","5550.00","0","",""
"Mentho Plus menta x12u","6298833482754","0","5550.00","0","",""
"Mentho Plus mentol x12u","2387044432605","0","5550.00","0","",""
"Mentho Plus strong x12u","9478667518872","0","5550.00","0","",""
"Mentitas Felfort x30u","9841825851610","0","19890.00","0","",""
"Mentitas Lacasa/Kids","9911038747437","71","3520.00","0","",""
"Mentos conf x12u","3796928640793","0","8330.00","0","",""
"Meremelada Ciruela de la Huert","7589969342707","0","1850.00","0","",""
"Meremelada Durazno de la Huert","7758040511567","6","1850.00","0","",""
"Merengues blancos La Amistad x150g","4731204860995","0","1570.00","0","",""
"Merengues Urquiza","3546449378030","0","0.00","0","",""
"Merengues x100g. Estallitos","1848043814558","0","100.80","0","",""
"Mermelada Noel .    frasco","1027243005340","0","1350.00","0","",""
"Microfonos Chupetines 2en1 Candy Loka x30u","1234847285875","5","23500.00","0","",""
"Miel Marengo x454g","2618973402837","0","2000.00","0","",""
"Mielcita Abejitas x50u","4650146877387","0","2260.00","0","",""
"Migral 500mg tableta x10u","1820783835676","0","3820.00","0","",""
"Mini alfajor Solitas x2kg","1428465536594","0","2107.44","0","",""
"Mini alfajor Solitas x300g","6377279003620","0","2600.00","0","",""
"Mini goma Dori x30u","3359815359821","0","751.36","0","",""
"Mini Oreo x50g","7749881260315","162","990.00","0","",""
"Mini Pastafr DDLN x300g","2516145083523","0","340.33","0","",""
"Mini Pepitos x50g","6724778176044","0","775.00","0","",""
"Mini Rellena DDLN Streamer Duo x160g","9485299545220","85","600.00","0","",""
"Mini Rellenas DDLN x160g","6489806896127","0","490.00","0","",""
"Mini Rocklets x44u","7555315233138","0","13160.00","0","",""
"Mini torta Smack Nevares x20u","2304898917212","0","8740.00","0","",""
"Mini Trento bolsa","6262547967035","0","2822.12","0","",""
"Mini Trento display x16u","8331635593237","0","1204.27","0","",""
"Minicco Conito x12u","9839098972778","0","2094.36","0","",""
"Minions Tattoo x24u.","8817381019357","0","1392.76","0","",""
"Misky Toffees x648g","6867758324207","20","6200.00","0","",""
"Misky Toffes x480g","2134966306608","0","3280.00","0","",""
"Misky transp cherry x405g","2775636312753","13","3100.00","0","",""
"Mix croc x45g Juli Croc","1666127787975","180","491.00","0","",""
"Mogul Ext Palotes x70u","4396870667759","0","5400.00","0","",""
"Mogul oso, tibu, dino, pie, ce","9311555253628","0","678.06","0","",""
"Moneda Chocolate Bel x100u","8231069391673","0","9470.00","0","",""
"Moneda dolar Bonafide x115u","2899719543825","0","23100.00","0","",""
"Moneda pirata chocolate FelFort","6694217619343","5","27000.00","0","",""
"Monster Baby Doll","4294965242866","0","522.28","0","",""
"Morochitas x4,5kg.","6421071018580","0","23480.00","0","",""
"Multimint x12u","8738304001656","23","1570.78","0","",""
"Mumu Kids banana 24ux15g","1440952277700","0","10500.00","0","",""
"Mumu Kids chocolate 24ux15g","6982469200012","0","10500.00","0","",""
"Mumu Kids vainilla 24ux15g","4663395268265","0","10500.00","0","",""
"My Toffee x600g","5515874359454","0","897.97","0","",""
"Naipes Habana x40","5575559006264","3","1910.00","0","",""
"Naipes Habana x50","9151521098712","0","2260.00","0","",""
"Naranjin Jugo 190ml x12u","5947016178271","0","6260.00","0","",""
"Nestle Kit Kat blanco x41,5g","4728151469633","16","1290.00","0","",""
"Nestle Kit Kat4 leche x42g","6183542417550","0","1290.00","0","",""
"Nevares CrocBar 48x29g","3851925609483","0","7650.00","0","",""
"Next tableta x10u","9527855028449","15","4800.00","0","",""
"Nieve artificial Candela","9035747181926","10","2130.00","0","",""
"Nobel FelFort x15u","9208692490755","0","26810.00","0","",""
"Nogali Surtido Zoo x330g","9615602298644","0","320.71","0","",""
"Novalgina tableta x10u","7671759024703","14","5930.00","0","",""
"Nugaton x24u","7242661700688","0","11480.00","0","",""
"Nutello postrecito en bolsa x60u","9709254301698","25","13500.00","0","",""
"Oblea Arcor Twit","1305593011444","0","925.44","0","",""
"Oblea banada Obli Bon x20u","4040932720822","0","6800.00","0","",""
"Oblea Hamlet x18u.","9148767387119","3","1509.66","0","",""
"Oblea Hersheys unidad x102g","7044888841569","50","1980.00","0","",""
"Oblea Itamaray x110g","8862398411092","0","720.00","0","",""
"Oblea Mantecol 18x27g","2623380639713","0","13550.00","0","",""
"Oblea Oblita x100g","1668386793628","348","580.00","0","",""
"Oblea Oblita x50g.","7410869535781","30","380.00","0","",""
"Off aerosol x170cc","4278115910272","0","5300.00","0","",""
"Off crema x196 GRANDE","1874895482120","0","4740.00","0","",""
"Off crema x60cc","7253405235733","0","2220.00","0","",""
"Off extra duracion x170cc","4484014061699","12","9020.00","0","",""
"Off Spray x177ml","3140960072714","0","8560.00","0","",""
"Omeprazol tableta x14u","3397263036045","63","820.00","0","",""
"One Bite tabletas 18x17g","8438980374501","0","5781.52","0","",""
"Open Candy Pinballs","2201118460452","1","3240.00","0","",""
"Open Candy Sandia display x50g","2867982567462","18","2970.00","0","",""
"Open Candy sandia POTE x120u","6826791886749","17","11050.00","0","",""
"Open Tenis display x30u","9432728713240","9","2775.00","0","",""
"Open Tenis Flow 18x4u","8162375900258","2","4829.00","0","",""
"Open Tenis Flow Naranja x4ux18","6268839388077","15","4800.00","0","",""
"Oreo & Go x12u","6311554899644","0","63000.00","0","",""
"Oreo Chocolate x118g","5252820959747","0","1350.00","0","",""
"Oreo Golden x118g","7227686597603","0","1350.00","0","",""
"Oreo Mani x118g","3303594011823","0","1520.00","0","",""
"Oreo Milka Frutilla x118g","3200094785938","19","1350.00","0","",""
"Oreo Regular x118g","7106344042516","118","1690.00","0","",""
"Oreo sin TACC x95g","9060126473096","0","1730.00","0","",""
"Oso Lotso Celular x12","8761465735773","3","65000.00","0","",""
"Paleta Paysandu Mickey","7602416382838","0","238.26","0","",""
"Paleta Paysandú varita magica","2891648684947","0","575.94","0","",""
"Paleta Rayada Amor Codul x12u","8319143349786","16","2700.00","0","",""
"Paleta Santa Rita Psicodelica x50u","2938325196414","0","14000.00","0","",""
"Paleta Vampiriña","6567494631112","0","348.18","0","",""
"Paleton rayado Codul x10u","1139676663263","0","2850.00","0","",""
"Paleton Trompito pastel x10u","4413257688937","18","3200.00","0","",""
"Paliloco La Ganga con billete x50u","9362785855959","28","1750.00","0","",""
"Palito d selva display berry","1065926342779","0","4800.00","0","",""
"Palito de l selva display 480g","4856179758111","0","4800.00","0","",""
"Palitos de la Selva x146u","6417647425376","0","9000.00","0","",""
"Palitos de la selva x33u 150g","9432780831336","0","1550.00","0","",""
"Palitos finos x1kg Oritas","5311165040393","133","4900.00","0","",""
"Palitos salados x 1kg Los Rusi","6045832244800","0","3850.00","0","",""
"Palitos salados x1kg Juli Croc","7902893548756","32","3900.00","0","",""
"Palitos x150g Juli Croc","4140152901149","89","837.00","0","",""
"Pan Dulce Bari x400g","2323767088428","0","966.00","0","",""
"Pan dulce Fantoche chips x400g","1612612528021","0","2900.00","0","",""
"Pan dulce Fantoche fruta x400g","4039732910250","30","3500.00","0","",""
"Pan dulce Fantoche marmolado","6833886254643","0","2800.00","0","",""
"Pan dulce Limido chips de chocolate x400g","9638314491695","29","2100.00","0","",""
"Pan Dulce Limido chips de dulce de leche x400g","8171254878119","0","2100.00","0","",""
"Pan dulce Limido frutas x400g","1623617121683","35","2000.00","0","",""
"Papa comun Cachi x100g","6229113602377","119","1040.00","0","",""
"Papa comun Juli Croc x70g.","5818400413672","195","961.00","0","",""
"Papa frita corte americano Juli Croc x80g","4018153980089","60","1111.00","0","",""
"Papa huevo frito Juli Croc 70g","9086867583794","64","1111.00","0","",""
"Papa Juli Croc x900g corte ame","1414542653255","22","9180.00","0","",""
"Papas asado criollo Juli Croc x70g","3900161758437","253","1111.00","0","",""
"Papas cheddar Juli Croc x70g","3334296946366","41","1111.00","0","",""
"Papas crema y cb Juli Croc 70g","4323053521365","180","1109.00","0","",""
"Papas Criskey x1kg","1631718751139","0","9300.00","0","",""
"Papas Fries Gummy Gel x12u","3709443034969","1","65000.00","0","",""
"Papas fritas Craket x1kg","1256262287946","0","10700.00","0","",""
"Papas fritas PAY Craket x1kg","7750776771369","0","8040.00","0","",""
"Papas fritas x1kg Juli Croc","4023720248981","67","10500.00","0","",""
"Papas fritas x1kg. Los Rusitos","9596048564790","65","9500.00","0","",""
"Papas Juli Croc Jalapeño y limon x70g","6951171805131","122","1110.00","0","",""
"Papas Ketchup Juli Croc x70g","5113421533832","50","1111.00","0","",""
"Papas Pay Juli Croc x100g","8835364445571","33","1261.00","0","",""
"Papas PAY x1kg Los Rusitos","1660003760388","10","9500.00","0","",""
"Papas provenzal Juli Croc x70g","9271273830350","110","1111.00","0","",""
"Papas Sweety acanaladas x1kg","2536292690396","0","7500.00","0","",""
"Papas Tryms Aceto bals x60g","6406013559358","0","1000.00","0","",""
"Papas Tryms barbacoa tex x60g","7451645136352","0","1000.00","0","",""
"Papas Tryms cebolla morada 60g","3936902321350","0","1000.00","0","",""
"Papas Tryms chori c chimi 60g","3516612055657","0","1000.00","0","",""
"Papas Tryms finas hierbas x60g","5937801209772","0","1000.00","0","",""
"Papas Tryms jalapeno ahum x60g","9719816787367","0","1000.00","0","",""
"Papas Tryms Morron x60g","4203665849334","0","1000.00","0","",""
"Papas Tryms pim sal marina 60g","4103445415857","0","1000.00","0","",""
"Paraguitas FelFort x40u.","9669728053132","0","32300.00","0","",""
"Paraguitas x20u.","4594928399921","0","18510.00","0","",""
"Paseo 5 semillas x300g","2618864762438","0","1090.00","0","",""
"Paseo Crackers x300g","4641767562527","0","830.00","0","",""
"Pastilla Alka Cherry x12u.","2165198130488","5","3300.00","0","",""
"Pastilla Alka Menta x12u","4479903493499","6","3300.00","0","",""
"Pastilla Alka Strong x12u","1210537434692","3","3300.00","0","",""
"Pastilla Biyu Gran Sorpresa","7240204981280","0","476.46","0","",""
"Pastilla Dorins x20u","7156270198969","0","4600.00","0","",""
"Pastilla Yipi x12u","9654698769310","0","2750.00","0","",""
"Pastillas La Yapa x36u","8449140271469","8","10100.00","0","",""
"Pastille Mini 12","7243531019891","1","1675.49","0","",""
"Pastille Mini 5","8701640095735","0","339.02","0","",""
"Pastille x24u","1347304028077","0","897.97","0","",""
"Patita Pinta Lengua x100u","7535733389555","13","4884.00","0","",""
"Patito FelFort blanco x40g","3776535832894","0","2060.00","0","",""
"Patito Felfort x40g","9873889252803","0","229.07","0","",""
"Pava electrica","4634747391078","0","19900.00","0","",""
"Pepas 9 de Oro x200g","3400588855472","0","780.00","0","",""
"Pepas 9 de Oro x350g","5594009629034","0","1100.00","0","",""
"Pepas Benjamin x400g","8042301417263","48","1410.00","0","",""
"Pepas DDLN batata x300g","5000594308151","140","1140.00","0","",""
"Pepas DDLN con CHIPS x320g","2222631315121","0","1010.00","0","",""
"Pepas DDLN x180g","8791354714945","0","550.00","0","",""
"Pepas Delicias de la Nonna x400g","5707500038931","0","1170.00","0","",""
"Pepas Fantoche x350g","6573630835085","0","950.00","0","",""
"Pepas Manolito x250g","4271004021110","0","440.00","0","",""
"Pepas Pekelino x200g","3973818219522","0","218.16","0","",""
"Pepas Pekelino x350g","1720187856109","0","293.21","0","",""
"Pepas Pekelino x500g","9820748704934","0","988.94","0","",""
"Pepas Terepin x400g","1108384290975","0","366.53","0","",""
"Pepitos regular x119g","2975715070056","0","1480.00","0","",""
"Peppa Pig Paleta x30u","9936217929448","0","10500.00","0","",""
"Petaca Workers x200cc","9616999705246","60","1150.00","0","",""
"Pic nic nevares x40u","5630347512780","0","12200.00","0","",""
"Pico Dulce LED display x24u","7275072027180","0","4200.00","0","",""
"Pico Dulce LED POTE x48u","2950357286828","0","8200.00","0","",""
"Pico Dulce tarro x48u.","6041855811387","0","8100.00","0","",""
"Pico Dulce vaso x10u","2905004820690","0","879.62","0","",""
"Piecito chupetin chispas Illumin","4754684588713","6","11400.00","0","",""
"Pila Candela AA TIRA x10u","2980175358642","3","3900.00","0","",""
"Pila Candela AAA TIRA x10u","8614634418566","0","3900.00","0","",""
"Pindy saladas x3","3407094140325","0","760.00","0","",""
"Pirulin mediano Manduvi x10u","6281679140162","0","2100.00","0","",""
"Pirulo Chupetin Enrolado Santa Rita x50u","5446087991997","0","14000.00","0","",""
"Pirulo Codul","8301291916711","0","794.12","0","",""
"Pitillos Urquiza x1.5kg","1953567487222","0","17080.00","0","",""
"Pito Pito Lheritier x24u","5914609046968","2","3600.00","0","",""
"Pitusa Chocolate x4kg","6416595789725","0","20900.00","0","",""
"Pitusas Frutilla x4kg","6613108878593","0","20900.00","0","",""
"Pitusas Vainilla x4kg","8135134245946","1","20900.00","0","",""
"Pitusas x160g.","8374126738629","0","890.00","0","",""
"Polvorita x81g.","2108562517902","56","400.00","0","",""
"Pomo de caramelo en gel Bob Esponja x24u","3808608547089","9","27000.00","0","",""
"Pony Spray Candy x20u","1861691172391","0","20000.00","0","",""
"Pop Mani Maxxi Chupetin chicle","4013414343546","0","4690.00","0","",""
"Popping Candy Explosivo x30u","9766233972390","16","16000.00","0","",""
"Postre de mani Lheritier x100g","6153849008678","0","940.00","0","",""
"Postre mani lheritier x30g.","8356377485082","19","210.00","0","",""
"Postre mani Nugaton x100g","3143550768240","0","1090.00","0","",""
"Pote animal cremy x110u","3715029560566","0","3865.00","0","",""
"PRIME extralubricado azul x3u","7136649043580","0","1950.00","0","",""
"PRIME Mixta 24x3u","5932442479382","0","46800.00","0","",""
"PRIME Superfino gris x3u","2654810457677","0","1950.00","0","",""
"PRIME Texturado rojo x3u","1884852334155","0","1950.00","0","",""
"PRIME Ultrafino marron x3u","3759591091836","0","1950.00","0","",""
"Pufflos x1kg","6883478457481","0","824.68","0","",""
"PULPA de tomate La Huerta 12x200cc","5968111808180","13","5200.00","0","",""
"Punchy Monkey x8u","4010905385224","2","18800.00","0","",""
"Puppy House/Caty House","9370268097155","0","11780.38","0","",""
"Pure de tomat La Huerta 12x530","5975698910505","187","9100.00","0","",""
"Push Pop Exhibidor x30u NUEVO","7749223763239","0","17500.00","0","",""
"Push Pop x20u","8759064761163","98","12500.00","0","",""
"Qura Plus tableta x10u","3685086559126","0","3670.00","0","",""
"Rafaello x9","7852256324587","0","5700.00","0","",""
"Rapsodia mini torta x24u","5464971673944","0","13500.00","0","",""
"Rellenita Bauducoo x110g","1654647641994","0","174.12","0","",""
"Relleno Miel Misky x675g","4356195425232","4","5800.00","0","",""
"Renome Mini 8 x100u","3784658331034","11","3000.00","0","",""
"Renome Mini Clix x350g 90u","4563948780009","0","3000.00","0","",""
"Renome past display Clix 50x7g","2531969797066","0","3180.00","0","",""
"Repelente Algabo Kids x200ml","2710585363262","0","3860.00","0","",""
"Resma Pampa A4 x500 hojas","5399858854257","0","7400.00","0","",""
"Rex Original x75g","7935130519949","0","965.00","0","",""
"Rhodesia x36u","9988521872080","225","780.00","0","",""
"Ring Pop LOL x24u","4246042357962","0","7290.00","0","",""
"Ring Pop Twisted x24u","7881974098420","0","8200.00","0","",""
"Ring Pop x24u","5163586244105","2","8250.00","0","",""
"Rocket Chocolate x30u","7593359084685","21","13000.00","0","",""
"Rocklets x24ux20g","7119252608918","5","16680.00","0","",""
"Rollo alta densidad 20x30","6295690925805","0","659.74","0","",""
"Rollo alta densidad 25x35","3203290495350","0","788.00","0","",""
"Rollo alta densidad 30x40","8761178488995","0","1044.56","0","",""
"Rollo precortado 15x20","3786669327200","0","897.97","0","",""
"Rollo precortado 15x25","7915984502236","0","897.97","0","",""
"Rompe Muelas x50u","2702453271019","21","4960.00","0","",""
"Ronda hojaldre triangulitos x150g","8827901260023","1","900.00","0","",""
"Rumba x110g","7376570194540","29","1100.00","0","",""
"Saladix CAJA x100g","1426137758554","78","1500.00","0","",""
"Saladix tira x40g (unidad)","9971242867384","121","730.00","0","",""
"Sapito Acido Crazy x24u","1507188443396","14","5300.00","0","",""
"Sapito bocadito chocolate X24u","3008199945897","0","4200.00","0","",""
"Sapito Confites 24x28g","7136230124379","0","6000.00","0","",""
"Sapito LenguaLoca x24u","1890547982598","5","2900.00","0","",""
"Sapito Magno Picante x24u","3365028096860","16","5300.00","0","",""
"Saquito Marengo Cafe x810g","7936937949101","0","2007.10","0","",""
"Saquito Marengo x454g","8395188234340","0","2600.00","0","",""
"Saquito Misky x810g","2760402473688","3","5800.00","0","",""
"Sellitos Stamp Lollipop Candy x30u","3868589900700","0","9980.00","0","",""
"Serpentina Candela","5141219489285","0","960.00","0","",""
"Sertal comprimido tableta x10u","7842175514628","15","5790.00","0","",""
"Sertal perlas tableta x10u","4394447381787","7","4370.00","0","",""
"Shark Pop x8u","9749104882522","5","17600.00","0","",""
"Skittles imp","2934319823082","0","23.82","0","",""
"Solitas Anillos Surtidos x4kg","7830684742068","2","12900.00","0","",""
"Solitas Animacion x4kg","9762289790999","0","15200.00","0","",""
"Solitas Aritos Frutilla x4kg","3425798545164","0","12900.00","0","",""
"Solitas Surtidas Exhibic x400g","3769773158725","0","985.00","0","",""
"Solitas Surtido Exhibicion x4kg","2518637051828","2","11300.00","0","",""
"Solitas Surtisol x4kg","3696005097628","4","12900.00","0","",""
"Sonrisas Frambuesa x108g","5423920836513","0","1100.00","0","",""
"Space Mag bolsa x50u","9101411750812","0","3255.90","0","",""
"Space mag flash boll x10u","4662214344312","0","7870.00","0","",""
"Space Mag pote x132u","5275882100048","0","13100.00","0","",""
"Speed Unlimited x269ml","1133886042129","0","650.00","0","",""
"Sport Pop x6u","8985055451838","0","3141.53","0","",""
"Spring Pop comun x36u","5135194988576","11","10500.00","0","",""
"Spring Pop Minions","5559985228028","0","9200.00","0","",""
"Sugus confitado cajita x50g","4842443767453","10","1050.00","0","",""
"Sugus max","4019427079671","0","778.85","0","",""
"Sugus plegado masticable BOLSA x700g","9383085491021","0","6500.00","0","",""
"Sugus plegados surtido espec","4956516071294","0","5890.00","0","",""
"SUPER Juguitos x25u","9142843949873","14","3800.00","0","",""
"Super paleton Manduvi","2163723223915","0","745.51","0","",""
"Super Pico Paysandu","3730624740805","0","436.33","0","",""
"Super Pirulin Paysandu x30u","1760374196480","0","1550.00","0","",""
"Super Tete Codul x10u","1718149691614","9","4800.00","0","",""
"Surtida Bagley x400g","5984416855652","65","2740.00","0","",""
"Surtida Delicias de la n x400g","1850261572999","0","396.18","0","",""
"Surtida Delicias de la Nona Streamer x160g","4282645091319","322","600.00","0","",""
"Surtida EDRA x300g","1829483782639","0","910.00","0","",""
"Surtida Lia x390g","7006821209075","90","1720.00","0","",""
"Surtida Turimar x350g","8531245125419","0","208.92","0","",""
"Surtidas Diversion x400g","8645159524802","7","2050.00","0","",""
"Surtidas Dulces Solitas x300g","5674498545799","0","494.47","0","",""
"Surtidas glaceadas Nogali x300","7858602024838","0","109.96","0","",""
"Surtido Especial bombonera x300g","9462388030956","4","4100.00","0","",""
"Tableta Arcor x95g","5579697951275","0","430.66","0","",""
"Tafirol Resaca x8u","2040955917585","0","3900.00","0","",""
"Tafirol x1G tableta x8u","2312490068694","0","1700.00","0","",""
"Tafirol x500mg tableta x10u","5022038730416","0","1770.00","0","",""
"Takis Fuego x140g","9957059476319","0","3330.00","0","",""
"Takis Fuego x49g","6313953086678","0","1370.00","0","",""
"Takis Original x140g","9599342465760","0","3270.00","0","",""
"Takis Original x49g","6718352172434","0","1370.00","0","",""
"Takis Original x85g","6907576170843","0","2065.00","0","",""
"Takis Xplosion x140g","6121950255461","0","3270.00","0","",""
"Takis Xplosion x49g","8103513678130","0","1370.00","0","",""
"Takis Xplosion x85g","2593702965783","0","2065.00","0","",""
"Talitas Arpan clasicas","1561852893871","52","1030.00","0","",""
"Talitas Arpan jamon","9464010653607","14","1030.00","0","",""
"Talitas Arpan pizza","6532264549341","0","990.00","0","",""
"Talitas Arpan queso","3772562361850","5","1030.00","0","",""
"Talitas Arpan semillas","9046882652487","26","1030.00","0","",""
"Talitas Hojalmar x100g","5583077063336","0","265.72","0","",""
"Tang Anana x20u","3852040694980","21","6350.00","0","",""
"Tang Durazno x20u","5863949318357","21","6350.00","0","",""
"Tang Frutilla x20u","5218072153743","21","6350.00","0","",""
"Tang Limonada dulce x20u","4955282021537","25","6350.00","0","",""
"Tang Mandarina x20u","8853788758722","19","6350.00","0","",""
"Tang Manzana Vitc D x20u","1795459174375","24","6350.00","0","",""
"Tang Mix Naranja Limon x20u","5607645814795","0","6350.00","0","",""
"Tang Multifruta x20u","6547068736754","72","6350.00","0","",""
"Tang Naranja banana x20u","9813353002158","40","6350.00","0","",""
"Tang Naranja Dulce x20u","2641933477094","20","6350.00","0","",""
"Tang Naranja Durazno x20u","6046685912443","9","6350.00","0","",""
"Tang Naranja Mango x20u","5718038931838","51","6350.00","0","",""
"Tang Naranja x20u","1669869263297","52","6350.00","0","",""
"Tang Pera x20u","8580107827640","10","6350.00","0","",""
"Tang Pomelo rosado x20u","1207871807354","36","6350.00","0","",""
"Tang Uva x20u","8427219628861","21","6350.00","0","",""
"Tapita Fantoche x3,5kg","4923519114872","0","14500.00","0","",""
"Tapita Pepay multicolor 6x500g","5966783668041","0","16000.00","0","",""
"Tembleke chupetin acido x10u","9477214725790","0","897.97","0","",""
"Tembleke Reloj x12u","1491124199916","0","7670.00","0","",""
"Tembleke Tremblito","4193985534912","0","133.78","0","",""
"Tic Tac Citrus x12","8756648500991","18","9900.00","0","",""
"Tic Tac frutilla x12u","3895527214437","2","9900.00","0","",""
"Tic Tac menta fresca x12","7480103654651","13","9900.00","0","",""
"Tic Tac menta x12","1726880805843","17","9900.00","0","",""
"Tic Tac mix frutas x12","1148475281885","0","9900.00","0","",""
"Tic Tac naranja x12","3568317417005","8","9900.00","0","",""
"Tita x19g","2256426660212","227","720.00","0","",""
"Tivis FelFort x20u","3121818070422","0","21390.00","0","",""
"TNT chicle relleno x60u","3621525137615","9","3630.00","0","",""
"Toddy Galletita chispas chocolate x126g","3196358668051","14","1740.00","0","",""
"Toddy tableta chocolate aireado x50g","4344313012288","3","2700.00","0","",""
"Tokke x35g.","1211308332337","0","86.12","0","",""
"Topline plegado Defense x20u","3041765264016","0","6600.00","0","",""
"Topline plegado fruta x20u","2523463612406","0","6600.00","0","",""
"Topline plegado menta x20u","9509805178087","0","6600.00","0","",""
"Topline plegado strong x20u","1632610287677","0","6600.00","0","",""
"Topline Seven 7 x16u","9854539714740","0","10750.00","0","",""
"Tornic Juli Croc x65g","5640062971483","97","640.00","0","",""
"Torroncino FelFort s/azucar","6275308908917","0","4944.25","0","",""
"Tostadas Lulemuu arroz semilla","3198051185533","0","1220.00","0","",""
"Tostadas Lulemuu arroz x120g","5804739902670","0","1220.00","0","",""
"Tostadas Media tarde x187g","1508650047611","0","201.59","0","",""
"Tostex galletitas chips chocolate y mani x300g","5531456128231","0","1490.00","0","",""
"Tostex galletitas chips colores x270g","1850266598656","0","1490.00","0","",""
"Toy Box sorpresa x12u","1316658130730","0","3500.20","0","",""
"Traviata Crack Rex Original x96g","4372521858893","40","710.00","0","",""
"Trembly Askirrata x12u","1494424098035","0","6800.00","0","",""
"Trembly Brujas x10u","2164322209302","0","5920.00","0","",""
"Trembly Dino largo x12u","1228201353049","0","8700.00","0","",""
"Trembly DracuLengua x10u","3400203339886","0","3535.56","0","",""
"Trembly x6 gelatina","1845169894217","129","920.00","0","",""
"Trento Momentos x192g","5223615490407","6","5950.00","0","",""
"Trento x16u","8647988386009","28","5600.00","0","",""
"Tri bala x100u","2948481492776","0","4999.00","0","",""
"Triangulito Hojalmar x150g","1537362159754","0","980.00","0","",""
"Trio Anillo Azucarado Limon x300g","3205883302068","0","1150.00","0","",""
"Trio Anillos coco x300g","2424125978217","1","1150.00","0","",""
"Trio Anillos Limon x300g","5821131854957","0","1150.00","0","",""
"Trio Besitos x300g","7602559883958","0","1150.00","0","",""
"Trio chocolatina x300g","7139201852127","22","1540.00","0","",""
"Trio Chocotrio x300g","3813126683085","0","1540.00","0","",""
"Trio Frolitas batata x300g","1989559918359","0","920.00","0","",""
"Trio Frolitas Membrillo x300g","9380159055037","40","1145.00","0","",""
"Trio Glasy x300g.","2563184803059","0","1145.00","0","",""
"Trio Linguini x300g","6886046403373","0","1145.00","0","",""
"Trio Marquise x300g","7426414447843","0","920.00","0","",""
"Trio Mini Pepas x300g","9132376704155","0","910.00","0","",""
"Trio Oskitos x300g","7375074557852","0","1540.00","0","",""
"Trio Pepas Alemanas x300g","5155190734843","7","1150.00","0","",""
"Trio Pepas con chips x300g","8732232023821","0","1150.00","0","",""
"Trio Pepas x200g.","5147116700346","0","470.00","0","",""
"Trio Pepas x320g","5408414139320","2","1050.00","0","",""
"Trio Peponas Batata x300g","3171095793883","82","1150.00","0","",""
